label,text
1,"Remarkable, disturbing film about the true-life, senseless, brutal murder of a small-town family, along with the aftermath, and examination of the lives of the killers, Dick Hickok and Perry Smith.<br /><br />No matter how much time goes by, or how dated this film may look, it still resonates the utter incomprehensibility of criminal acts such as this.<br /><br />This really traces multiple tragedies: The tragedy, brutality and senselessness of the murder of the Clutter family, a decent farm family in small-town Holcomb, Kansas; and the wasted, brutal and sad lives of Hickok and Smith.<br /><br />An interesting point is made in the film: that neither of these two immature, scared, petty criminals would have ever contemplated going through with something like this alone. But, together, they created a dangerous, murderous collective personality; one that fed the needs and pathology of each of them. They push each other along a road of ""proving"" something to each other. That they were man enough to do it, to carry it out; neither wants to be seen as too cowardly to complete their big ""score""; an unfortunate and dangerous residue of the desolate lives they led. These were two grown-up children, who live in a criminal's world of not backing down from dares; who constantly need to prove manhood and toughness. in this instance, these needs carried right through to the murder of the Clutters.<br /><br />The film contains a somewhat sentimentalized look at the Clutter family, but the point is made. These were respected, law-abiding, small-town people, who didn't deserve this terrifying fate. The movie also gives us a sense of the young lives of Hickok and Smith. Perry Smith, whose early life was filled with security and love, but watched in horror as alcohol took his family down a tragic path. Hickok, poor and left pretty much to his own devices, not able to see how he fit in, using his intelligence and charm to con everyone he came into contact with.<br /><br />An interesting, and maybe the first, look at capital punishment, and what ends we hope to achieve. Is this nothing more than revenge killing for a murder that rocked a nation at a time when we had not yet had to fully face that there might be such predators among us, or does putting these guys at the end of a rope truly provide a deterent to the childish and brutal posturing of men like these? Is it possible to deter men who live lives of deceit, operating under the radar, believing they fool everyone they come into contact with? To be deterred, you must believe it's possible you will be caught. Is it possible to deter these men who believe they are too clever to be caught?; who have committed hundreds of petty crimes, and got away with them? This was supposed to be a ""cinch"", ""no witnesses"".<br /><br />When caught, Hickok finds he can't charm and con the agents the way he had department store clerks. Smith, who believes he deserves such a fate anyway, who seemed to be the only one who truly grasped the gravity of what they had done, willingly tells the story when he learns that Hickok has cowardly caved in. Hickok blinked first. A silly game of chicken between two immature, emotionally damaged, dangerous men.<br /><br />Fascinating psychological thriller, telling a story of a horrendous crime in this nation's history. Stunning portrayals by Robert Blake and Scott Wilson. These roles made their careers."
0,"Okay this is stupid,they say their not making another Nightmare film,that this is the ""last"" one...And what do they do?They go on making another one,not that the next one (part7) was BAD,but why do they play us. Anyway this movie made no sense what-so ever,it was extremelly dull,the characters were highly one dimensional,Freddy was another joker,which is very stupid for such a good series.The plot is very,very bad,and this is even worse than part 2 and 5. I didnt get the movie,its a stupid tale in 3-d,pointless!Id say. I hated this film so much i still rmember all the parts i didnt like which was basically the whole film.This is SO different than the prequels,it tries,and tries,but this one tried the hardest,and got slapped back on the face.Again there were hadly any death scenes,although they were different,they sucked bigtime. How can they have gone this far?Didnt they see they made the biggest mistakes at parts 2 and 5?Yet they make this?Its all bout the money,DO NOT SEE THIS SAD EXCUSE FOR A NIGHTMARE SERIES.<br /><br />I GAVE A NIGHTMARE ON ELM STREET SIX (6) 3 out of 10.<br /><br />GOOD POINTS OF MOVIE: Had potential with plot.<br /><br />BAD POINTS OF FILM: Terrible acting/lack of deaths/Too funny to be classified as horror/very confusing."
0,"I wouldn't say this totally sucked, but if it wasn't for Netflix I wouldn't even have this in my house. Steve Martin's eccentric president of a chain of health food stores falls flat. He's just not funny. He's another in a LONG slew of SNL rejects that can only find work whoring themselves to the next SNL movie. The birthing coach with the Elmer Fudd lisp is about as funny as it is original. Amy Poehler simply goes through the same motions she would for a 7 minute SNL skit which is about as funny as SNL lately. The only thing going for this movie is that Tina Fey is easy on the eyes. The ending was predictable as soon as you heard her character couldn't get pregnant. The subject matter could have opened up to other comedic attempts, but it seems to simple simmer along, not really entertaining or creating laughs."
0,"Four Eyed Monsters follows the relationship of a shy, reclusive videographer and an equally estranged struggling artist, who, both living in the Big Apple, develop an unlikely romance with the help of an internet dating site. This in itself is not so unusual, but what is, is their method of communication. Foregoing the verbal, they take to writing notes and later communicating through video.<br /><br />The film is based upon the creator's (Arin Crumley & Susan Buice) own relationship, who besides writing and directing, take to acting as the lead characters as well. With elements of avant-garde, anti-plot, and docudrama, the film scatters itself to the wind with an undecided structure nestled neatly between narcissism and self-indulgence.<br /><br />As the movie wears on, a brief separation and deterioration of their once intriguing form of communication grow old as the couple face the hardship of reality. Focusing solely on inner conflict, or the woes of relationship, the film struggles through a stagnant narrative that is neither original, nor poignant. This could have been easily circumvented with the addition of subplot and external conflict, and a third act, to which there is none - just a montage of melodrama that leads nowhere.<br /><br />What is even more aggravating is the film's descent from story into reality that abruptly concludes with an open ended and unsatisfying finish. This would have been all fine and dandy, but there is no question asked and no meaning to be discovered or pondered.<br /><br />(On a side note, the film contains beautiful animation and a vivid and moving soundtrack, one of the more interesting aspects of the production.)<br /><br />But as always, watch the film and decide for yourself."
1,"This is one of the oddest films of the Zatôichi series due to its very unusual pacing and the role that Ichi plays in the film. Interestingly enough, this was the first Zatôichi film made by Shintaro Katsu's new production company. Now, instead of just playing the blind swordsman, Katsu is in charge of making the films. This could easily explain why this film seems so different in style to the previous 15 films. As far as Ichi's role, the film is very different because he isn't in the film as much as usual. He's also easy to fool and actually, for a while, does a lot to harm people instead of helping! <br /><br />""Zatôichi Rôyaburi"" begins with Ichi talking with an old lady who tries to take advantage of his blindness. Oddly, in this scene, Ichi says that he's been blind since a toddler, though in an earlier film he says his blindness set in when he was 8. This is a minor mistake, and only a crazed fan like myself would have noticed.<br /><br />This film takes place over a period of at least six months and is more likely to have taken a year--so you can see what I said about odd pacing. Most films in the series take place over a few days or weeks. Ichi comes to a town where there is a boss (Asagoro) who tries very hard to be nice to Ichi because he knows of the blind man's reputation. The boss is quite charming and surprisingly Ichi is totally taken in by the evil man. At the same time, he meets another boss (Shushui)--a sort of guru to the poor. Shushui admonishes the people to forsake all violence and even Ichi falls under his teaching--giving up his blade for many months. Shushui's teachings are very similar to Daoist teachings from China--non-violence and acceptance of life as it is (for good or for bad). <br /><br />Months after leaving this town and thinking all was well, Ichi learns that as soon as he left, Asagoro showed his true colors--enslaving women, oppressing the poor and being an all-around jerk. In a way, Ichi is responsible for this, as he helped Asagoro and counted him as a friend. Now, Asagoro has captured Shushui and several innocent people have killed themselves due to the evil boss' actions.<br /><br />When Ichi returns, he doesn't accept automatically that Asagoro is good or evil but tests him cleverly. This bit with a scarecrow is inspired and leads to a finale where, what else, Ichi kills the baddies and frees Shushui. This finale was very good and occurred in the rain. Then final scene with Asagoro and the rocks is great, though the beheading is a tad cheesy by today's special effects standards.<br /><br />Pluses for the film are that although poorly paced, it is different and cannot be mistaken for the previous 15 (which often seem very similar). Additionally, it does end very well. Minuses (aside from pacing) are that some might dislike seeing Ichi so fallible and the scenes with Ichi and the other blind men that are included for comic relief fall flat...very, very, very flat. They are tacky and unfunny...that's the sort of flat that it is."
0,"This movie starts out very VERY slow, but when the action finally gets started, it's a little had to follow. I couldn't understand why some of the events were taking place, and a lot of events happened before they were explained, making them sort of confusing. The only thing it really has going for it is the massive amount of blood/gore it has, although most times the special effects are lacking. Blood looks like red Kool-Aid. Skin tearing sounds like somebody is stepping on a pile of sticks. Again, the story has a sort of amateur feel to it, like the writer didn't take a long time to perfect it. I feel like it could be a much better movie if the effects were done better and more time was taken on the script. I honestly wish I hadn't watched it, not because of the gore, but because I feel that i wasted 90 minutes of my life. If you like extremely gory movies, this is for you, if not, stay away."
0,"Whew. What can be said about Gymkata that hasn't already? This is nothing but pure halarity from beginning to end. If you want a movie that will keep you on the floor laughing, this is the perfect movie to get. From Cabot's wild-style mullet/sweater combo to Parmistan (and it's four billion assorted ninjas), everything about this film reeks of crap.<br /><br />Directed by Robert Clouse, the infamous mind that brought you the mirror scene in Bruce Lee's Game of Death, he once again showcases his complete lack of directing talent. A few other faces you most likely won't recognize will appear for your enjoyment as well, from Buck Kartalian to Tadashi Yamashita, although you won't remember them or care about them after the movie is done.<br /><br />Supposedly based on a book called ""The Terrible Game,"" which, if I could find a single trace of it's existence anywhere I would be interested in reading it, to see where this thing went wrong. Instead, the book apparently is a figment of Gymkata's imagination. Probably something Clouse made up in order to sell his lame idea.<br /><br />Pick this one up and Yakmallah it for yourself. It is easily one of the best bad movies I have ever seen, and that is saying quite a bit."
1,"There's been a spate of recent surfing movies that I seem to haphazardly run across without advance warning. I caught this treasure on digital cable this week and what a pleasant surprise it was! The focus is on the pioneers of big wave surfing from the 60's Greg Noll to our current Laird Hamilton, from Waimea Bay to Mavericks to Jaws. Hell, I could watch a movie just about Laird Hamilton - one of this generation's great athletes - so the rest is just gravy. There's loads of good surfing mixed in with interviews of past and present surfing stars, in pleasant, relaxed and unpretentious fashion. Of all the surfing movies I've seen this tells the big-wave story the best, and I think it's my favorite. Enjoy!"
1,"As someone who was born to a German mother and English father (who spent five years in a prisoner of war camp) I come from unique position. One of having to deal with the various Nazis on one side of the family and the victors of WW2 on the other. This miniseries cannot delve into every single part of Hitler's psyche and must give the viewer a general flavor of the situation at the time and as best as one can Hitler's state of mind. In this the series does quite well. Carlyle is very good as is O'Toole, I would however liked to have got more information on the relationships with others in party Because Hitler did not do anything on his own. He had people around him that followed him to the letter often without question and certainly without question later on in his murderous career. What was going through Goebbels, Goring and Hess's mind? It would have been helpful to see more of these relationships. But I hope it will make people research the subject more. It might also make people understand why someone like Saddam Hussein cannot be allowed to continue in power."
0,"Green Street, as it was called in the UK, or Hooligans is a bad film. The story is full of fantastical ideas and premises that anyone who lives in England, has been to a football match or knows the first thing about football will spot immediately.<br /><br />My first main gripe with Hooligans is the poor casting of the two main characters. Don't get me wrong, I like Elijah Wood and have a great respect for his work, but despite his best efforts he struggled to pull off this role. The main motivation for his character is anger at the system and anger at betrayal, however he spends much of the film placid and cheery, only displaying his pent up aggression in one brief scene towards the end of the film. This linked with his looks and physique make him a thoroughly unconvincing addition to a gang of football hooligans. At no point during the film was I convinced that a) he could handle himself in a fight against such thugs and b) the 'firm' of thugs would accept such a person into their fold.<br /><br />The other main character is played by Charlie Hunnam. Charlie looks the part, and is fairly convincing as a thug. Unfortunately, being a native of Newcastle Upon Tyne in the North of England, he demonstrates the worst East London accent since Dick Van Dyke tried to go cock-en-y in Marry Poppins. Details such as this probably will not bother an American audience who will be less attuned to regional dialect in the UK, but being from the UK it was a problem I couldn't ignore and it contributed to ruining the movie for me. The supporting cast all gave convincing performances and were well cast, especially the role of Bover. The lad playing this character would have been much more suited to the main role that Charlie played. With a film like this, you have to convince the audience that your characters are plausible, unfortunately, the casting failed. Imagine if you made a film like The Godfather and had Sean Hayes (Jack) from Will and Grace playing Michael Corleone's part. You would not be convinced. The story in Hooligan is also full in implausibilities. I am no football Hooligan, but I am a fantatical football fan. I know how cliquey a group of 'regular' football supporters can be, as such it deem it impossible for a non-football fan, who is not a fan of the club in question, is not from the area in question and not even of English nationality to be embraced by a 'firm' who equate to a secret organisation in some severe cases. My final, and biggest, problem with this film, is the way it portrays football hooligans. I take objection to the film's idea that despite being very violent individuals, hooligans are excused as they live by some sort of code of ethics in their own world and should be admired for being brave and loyal to each other. This is complete rubbish. Football hooligans are complete scum. They take football, the national sport of England and use it as an excuse to terrorise, frighten and intimidate people. They only represent a tiny percentage of football fans but give the whole game and people of this country a bad reputation. They are not brave or loyal, they are cowardly and evil. If the 'GSE' in this film truly loved their club, West Ham, why would the devote their lives to being a stain on its name. Hooligans are an embarrassment to football and to English society. Football hooligans do for the reputation of football what Hitler did to the reputation of Germans. Although this film tries/intends to show the 'gritty' side of football violence. It does nothing more than promote it as some kind of excusable activity for extreme fans of the sport. It does not show the poor innocent by-standers at football matches who have their day ruined by some idiot throwing coins/lighters/glass into the crowd. It does not show the innocent home and property owners who have to put up with graffiti and broken windows. It does not show the REAL fans of football clubs who suffer indignity and embarrassment when their teams supporters are banned from travelling to away matches or abroad to European games because the thugs among them ruin it for everyone. If you want to see a good film about football violence, watch the BBC drama 'The Firm'."
1,"""I didn't want this to get complicated, Leese. I have to assume she's gonna read that."" Fear takes flight at 30,000 feet in this taut, action thriller. An overnight flight to Miami quickly becomes a battle for survival when Lisa ( Rachel McAdams) realizes her seatmate ( Cillian Murphy) is planning to use her as part of a chilling assassination plot. As the minutes tick by, she's in a race against time to warn the potential victims before its to late.<br /><br />One of the many reasons I love this movie, is because of the chemistry between the two stars, McAdams and Murphy, who are also two of my top favorite actors. For example, the early scenes at the airport play more like a romantic comedy: two people keep running into each other.... I got to hand it to the two as well, for making a film like this work. Especially, Murphy's character.. Jackson who really seems to be sort of complicated in that way that he acts charming and innocent, yet he's trying to do his job and make Lisa feel trapped physically and mentally. I mean, in certain parts he really seems to be concerned for Lisa.<br /><br />A great thrill ride all the way through. A lot of films I would hate to see a prequel or a sequel about, but actually I wouldn't mind a prequel to this one, which would take place with Jackson surveilling Lisa. Favorite scene is probably that headbutt scene, because it was so unexpected. There was also that nice buildup to the famous 'pen' scene. When is she going to make her move? There was also that nice change in McAdam's Lisa, where she changed herself from being a victim into fighting back. I also loved the scene where she sits down in the food court and pretends to ask some ladies a survey about the food court. How great was Murphy with his whole weezing....."
1,"Having first achieved fame with Drunken Master, Jackie Chan was thrust into the spotlight once more with 1983's Project A, a hugely enjoyable pirate flick which re-established him as a major star. By the time Police Story was released two years later, the extraordinary hype surrounding Jackie was reaching its zenith, and crowds flocked to see this frenetic blend of awesome stunts, brutal fight scenes and questionable comedy. It broke numerous box-office records and inspired a 50% rise in police recruits, but, viewed 20 years on - is it any good?<br /><br />As an action movie Police Story unquestionably stands up. There are several terrific fight scenes, some stuntwork that recalls the very best of Chan's hero Buster Keaton, and a compelling if over-violent climactic tussle. Jackie's performance is also very strong, and whilst the frequent forays into laboured comedy dull the film's impact just a little, his charisma carries it through. Furthermore, in presenting our hero as a borderline psychopath whose recklessness puts others in danger, Jackie took a momentous gamble ... though in the event nobody seems to have noticed! By praising Police Story as a simple 'Good vs. Evil' battle critics belittled the film's ambiguity of tone, and whilst it's hardly The Brothers Karamazov, in depicting such uncertainty the film nevertheless represented a notable and praiseworthy shift from conventional ideas.<br /><br />In short, this remains a quality ""popcorn"" movie* (though you may empty your stomach as numerous villains are thrust against or deposited into glass showcases in the film's final scene) - a potent, boisterously entertaining action movie that ranks with the best of its period."
1,"I work at a movie store, and as such, I am always on the look-out for an excellent movie. I decided to check out Nothing as it sat in our Canadian section, and I've been trying to support my country's movie industry. I was in for a surprise. The film features David Hewlett and Andrew Miller in a highly entertaining story that seems to delve into so much of our minds and relationships...without working that hard. It is consistently comedic through the interaction of the two characters, as well as some funny exchanges (""We can't be dead, we have cable!""). What more can I say without noting that it is worth a shot, even if you abandon it within the first half an hour."
1,"This movie is really good. The plot, which works like puzzle forces viewer to think and guess, what will happen next. Such a trick brings a lot of surprises and makes a viewer really looking forward to solution of a riddle. Fighting scenes are very good. There's a lot of different combat styles (although one of styles was a bit unreal for me, but it's only my opinion) to watch and it's fascinating show. The only thing which may be irritating is actors look. A bit too effeminate (at least for me). Hong Kong was always good at kung-fu movies especially in the 70's and 80's, so ""Five Venoms"" (or other its versions) is great choice."
1,"Such a masterpiece as the first of these two Snowy River films was, the sequel to The Man From Snowy River is everything that a follow-up should be. It does not tread on the toes of its predecessor, preferring to leave the legend that was the first film live on in some unique immortality.<br /><br />The Man From Snowy River II is based upon the return of Jim Craig to the Snowy River country after a three year absence. The film subtly tells a tale of change in the nineteenth century, of Australian history, legend and horses. The storyline demonstrates a touch of Hollywood in lighter shades, an aspect that was absolutely absent in the first film, yet this blends uniquely with the a distinct sense of Australian patriotism. The plot is far more vibrant than the first film, and much more showy, with particular aspects of the previous incorporated into the film, yet The Man From Snowy River II possesses every essential characteristic of the first film; sensationally beautiful cinematography, a stunning focus of the Australian high country, the second most impressive footage of horses ever filmed, and a fantastic and deeply moving soundtrack by Bruce Rowland which equals the first in every way. Geoff Burrowes has done a superb job with this film, and it is highly worthy of recognition, especially with regard to the quality of the Australian Film Industry. The lead cast, from Tom Burlinson to Sigrid Thornton, and a well-replaced Brian Dennehy, carry off their parts with as much passion and distinction as the first film. As far as sequels can go, The Man From Snowy River II is a masterpiece; a deeply moving and inspirational experience yet again."
0,"What a dreadful film this is. The only reason you would want to sit through this mess is the pleasurable sight of Miss Eleniak. The painful overacting of Mr McNamara, which became embarrassing at times, ruined what might have been a reasonable film if the correct actors had been cast. Mr McNamara is no Tom Cruise, the actor he obviously wants to be."
1,"I saw this film after watching Capote and Infamous. It is just incredible how the homosexual relationships between author and protagonists are sublimated in the movie. The reporter is straight, the protagonists are more beatniks than gay.<br /><br />The film starts slowly, but on reviewing it a second time, we get all sorts of interesting information from similes that the writer/director Brooks creates.<br /><br />Notice the incredible cutting at the beginning where killers and to-be-killed are linked. Cutter on the phone is matched-cut to Perry on the phone. Cutter washing his face is matched-cut to Perry washing his face. Only Perry's looking in the mirror and seeing his eroticized male body sets off a fantasy of his playing a guitar in Las Vegas to empty chairs. This failure/fantasy matches the failure-fantasy that Perry tells us about his father who built a beautiful motel in Alaska only to find it perpetually empty.<br /><br />Dick talks about shooting pheasants and the fact that the pheasants don't know that that they're going to die. we cut to the Clutters.<br /><br />Perry talks his dream about a yellow bird, ""Taller than Jesus"" who attacks the Nuns who have persecuted them. ""The Nuns begged for mercy,"" he tells us, ""But the bird slaughtered them anyway."" The bird lifted Perry to paradise. Strangely, Perry says that he has an aversion to Nuns, God and Religion. This echoes later in his last words when he wants to apologize but does not know to whom.<br /><br />The director puts in all sorts of what-ifs and only-ifs.<br /><br />Nancy Cutter gets an offer to sleep at a friends house. She is holding a horse. Perry will comment on a picture of her and the house later on. Nancy can't sleep over at her friends' house because her boyfriend is coming over for dinner. The decision seals her fate.<br /><br />Perry talks of Bogart in ""Treasure of Sierra Madre"". But it is another Bogart picture, ""Beat the Devil"" which Truman Capote co-wrote, where a fictional treasure hunt is the McGuffin. But Dick knows that the protagonists of that film ended up with nothing. Dick wants the hard cash, the $10,000 he thinks is in the Clutter's safe, (which ironically turns out to be as much as a fantasy as Perry's Mexican Treasure.<br /><br />Cut to Herb Clutter signing a $40,000 life insurance policy. He's thinking about mortality at the moment. Ironically his mortality is about to end in a few hours. The insurance agent on behalf of the company wishes him a long life, again ironic when we know what will happen in a few hours.<br /><br />Dick has said that they wanted no witnesses so nobody would remember them. Later, in fact, it is because they eliminated all the witnesses that they were remembered.<br /><br />""There was one witness,"" the detective keeps telling Dick later. But was that witness the jail-house friend, Dick, Perry, Truman Capote, or God? The viewer becomes the witness after watching the movie.<br /><br />Fascinating film."
0,"This movie was extremely poorly conceived from every angle except technological. I stood and watched everyone waddle out of the theater, their faces drained like their lives flashed before their eyes -- eyes wandering at their neighbor, wondering if it was just them. I mean, how could the movie really be bad. Nobody'll admit it, it's a classic case of The Emperor Wears No Clothes. ""Who am I to question a movie containing a guy who stops a jet liner?"" But the fact remains, every member of the audience is thinking what I'm writing right now. I actually plagiarized their faces.<br /><br />Obviously Lois is only aroused by power, she won't even have a cup of coffee with the Superman With Glasses who doesn't stop jet liners. It can't be the look in ""his"" eyes to the depths of his soul or anything like that. In the old Supermans, she had some level of connection with him, he wasn't priority number 1, obviously, but it strengthened her character that she was ""torn"". I bet Henry Kissinger would have even won this Lois over before Clark Kent.<br /><br />And now it's official, Kryptonite does to Superman what eating at McDonalds does to the avg. person.<br /><br />SUPERMAN ""ONE"" He loses his earth dad, then finds his real super dad, the story is captivating every step of the way. He's human, he relates to people and he feels love for people, he relates to highschool students, he relates to people who feel different. He relates. The Superman Returns superman seems to relate only to Superpeople and it seems he's just ""doing a job"" when he's saving people.<br /><br />There's something about Clark that Lois likes, she's really internally in love with him but can't admit it, and when he comes into the picture as Superman, it throws a kink in the on-the-rocks love. Without Superman, she would've fallen in love with Clark (at least that's what the movie points to, whether it was the intention or not). Superman Returns is a love story between a woman and SUPERMAN, Clark is like a pile of horse maneur to Lois. Literally.<br /><br />SUPERMAN TWO I just watched it again. As a kid, I ""thought"" I enjoyed the action, but now I know it was the STORY that held me then too, watching it over and over again. If I saw Superman Returns as a child, I would've hated it then too, I think.<br /><br />There is so much heart and soul and superpower going around in this movie, it's sick. Superman gives up his powers for love as a world plot is going on and meanwhile, MEANWHILE, Lex Luther's got something fantastic up his sleeve.<br /><br />SUPERMAN THREE Now there's a three-way love story between Superman and Lana and Clark, only humanity wins and Clark's inner nature beats Superman's power, because when his SUPERmoral nature is gone and he's SuperHUMAN (who does human things with his superpowers), she sees it's not the power of Superman that she's in love with, it's not SUPERpowerman, but SUPERMORTALman that she loves -- and who's really SUPER. And when she tells Clark she ""prefers"" him to Superman, he is elated, he has made a human connection again. He wants to be accepted for who he is, not just for his ability to bend steel. THIS IS THE KIND OF STUFF THAT'S MISSING FROM SUPERMAN RETURNS.<br /><br />Clark super-sneezes to help the kid get a strike - humanity again. Plus, it's an INERESTING use of superpowers. He's not just using straight brute strength.<br /><br />He crushes the coal into a diamond for his woman because she had to sell hers, love is the only thing that drives him to use his powers other than for saving.<br /><br />It seems there's nothing at stake in Superman Returns. Even in Superman Three, we see the damages caused by the nemesis' world domination plot.. we see suffering, we see how it effects Pryor and others and people in the middle of it.. there's no damage, esp. emotional from Lex's plot to sink the US. We see a glob of crystal thrown into space.. Superman had to get very creative in the first three Supermans in order to stop the plot against him, he couldn't just ""access"" his superpowers. In the first one, he had to stop two missiles going in different directions and then break his universal mandate and erase history to save Lois' life... (this was THIRTY YEARS AGO!!"") In the second one, he had to outsmart three guys that he was already more POWERFUL than, but combined with Lex's genius, and the villains' immoral tactics, Superman's overpowering wasn't enough, he had to work one against the other and outsmart them... In Superman III, again, his superpowers weren't enough to win.. He had to outsmart a computer that calculated everything it saw. He couldn't use straight aggression on the computer because it calculated it in advance, so he had to use a benign acid that would only become deadly to the computer after the computer responded to the aggression. And he found that acid earlier when he couldn't simply use his superpowers to BLOW out a fire because it was a chemical fire, so he had to use his superbrains -- he couldn't carry water, so he froze a lake and dropped it on the fire.. Now in Superman Returns, he simply lunges the island into outerspace, like a night temp for UPS. He doesn't need to figure anything out, he just uses his ""super strength"". And Lex Luther's brilliance was shown at the premeditation level of a junkie who just ran out of junk.<br /><br />To say nothing of the fact that he threw that island into outerspace after getting stabbed with a KNIFE of kyrptonite right in the bloodstream AND the island itself was dripping kryptonite spores in his face, but he just averted his eyes and nose like it wasn't Grey Poupon he was looking at."
0,"This movie was probably the worst movie I have ever seen. Here are the things that immediately jump out at me: 1. The woods were more like hills in Los Angeles with a couple trees and brush. Not scary whatsoever. News flash, if you are filming in the Southern California area, big bear is only an hour away. They actually have trees there.<br /><br />2. The writing was absolutely without a doubt the worst dialogue I have ever experienced. Every possible line in the movie was unoriginal, cliché, or just plain stupid. For instance the name of the camp is ""camp blood"" (lame), the name of the clown is ""the killer clown"" (lame). What is a clown doing in a forest anyway? Was that the only mask they could find? 3. The last but certainly the least was the acting. Absolutely the worst group of actors and actresses ever assembled. A virtual cornucopia of shitty lines and poor acting. Worst part by far was when then randomly flash back to this fat foreign girl getting naked for a a photograph. It's a really long scene and I guess she was supposed to be sexy, but she was NOT. Also, and this was one of the few enjoyable parts of the movie for me, was this tool who is supposed to be ""athletic."" For instance when he is bored in the movie he grabs a couple rocks and starts doing curls with them. Then later on he is supposed to be running for the clown and it is immediately clear with his very ""girl like"" run, that he is quite far from athletic. Oh and to the girl who played Kat, good Lord stop singing. That song you sang for the credits makes me want to kill myself.<br /><br />If for some reason you do see this movie, I would at least recommend watching the special features. The group of jackasses who made this film talk about it as if it is this really original story. In fact one of the girls actually says that she let some of her friends read the screenplay and none of them could predict the ending. Apparently she hangs out with special kids."
0,"While it does crack the odd good joke, the humour is generally quite dry with members of the panel frequently pulling faces or resorting to coarse language and waiting on the crowd to applaud lame enough jokes.<br /><br />Unlike what an other comment says I don't think this is the best RTE have ever made, its really dry and sarcastic. Sarcasm is the lowest form of wit, there are few truly funny intelligent gags that would make you genuinely laugh out loud. People seem to be convinced by the comedians well known names rather than by judging the quality of the gags which aren't really that good. Overall its mediocre with some good laughs to be had but often it can be fairly mediocre. Its not as good as Jasper Carrot or Dave Allens stuff. I find Benny Hill funnier."
0,"Fine performances and art direction do not a good movie make. This movie is so grim and depressing, I could feel absolutely no joy at the ""happy"" ending involving the union strike. The attempts at humor involving Lake's pregnancy are absolutely disastrous, and any movie involving a Baldwin brother already has a strike against it. On a positive note, Lang is still one of America's great underrated actors, he alone almost makes this worth keeping in the VCR. I give this a 4."
0,"I have seen every episode of this spin off. I thought the first season was a decent effort considering the expectations of following such a success that is Grey's Anatomy. Thus i have continued to watch. I'm afraid the second season lacks the charm, the chemistry and more importantly the drama of it's predecessor Grey's Anatomy. The relationships seem contrived and the acting is so-so. The writing lacks the intelligence and comedic hints seen in GA. There are shows that a formulaic but do not feel formulaic and contrived, unfortunately PP is not so. I loved Kate Walsh's presence in GA. I'm afraid Kate Walsh's life in LA is simply not interesting."
1,"Well, I just discovered that there is a show more disgusting and shocking than ""Little Britain"" and I like it! ""The League of Gentlemen"" is a sick British comedy that is about the most awful, insane and disgusting small town in all the UK. This place makes Dibley and Craggy Island (from ""The Vicar of Dibley"" and ""Father Ted"") seem pretty normal!! The format of the show is a lot like LITTLE Britain except that all of it centers around the townspeople of this one hellish town. Both shows feature the same skits again and again every episode and some obviously inspired ""Little Britain"" (particularly the job seeking class skit). But the show differs because although it is crude like ""Little Britain"" (hence not a show for kids), the show has a sick and sadistic quality that sets it apart from all these shows. In particular, animal cruelty and serial killing are recurring themes throughout the show.<br /><br />Now if you haven't guessed, this is NOT a show for kids, the easily offended or normal people and that's probably why I liked it. However, you really do need very thick skin and a love of the awful to enjoy this to the max. Funny and incredibly irreverent beyond belief--you have to see it to believe it."
0,"The idea behind this film was a good one. Too bad it wasn't written well. Casting Sidney Poitier as the FBI agent was a good idea, and he did an outstanding job. Tom Berenger, on the other hand, only knows one emotion in most of his movies, anger. Kirstie Alley's character could have been a great one, and even showed some possibilities once, but the writer really let us down by making her role mostly a helpless female. This was completely inconsistent with the strongly independent character she was supposed to be. I don't care for Alley's acting anyway. The movie should have ended about fifteen minutes sooner than it did. The director milked the cow dry before the unbelievable final action. I will keep this in my collection only as an example of Poitier's performances."
1,"I recently purchased the complete American Gothic series on DVD and it lived up to my memories of it. I was very grateful to be able to view for the first time episodes that were never televised. I loved ""Ring of Fire"" in particular of the stories I hadn't seen the first time around.<br /><br />Gary Cole is fantastic as ""evil, sexy"" Lucas Buck. Lucas Black as Caleb is also a superb player. I thought Brenda Bakke as Selena Coombs was also superb in her portrayal. In fact, the whole cast was fantastically talented and had great chemistry with each other.<br /><br />It's a shame the series was screwed by the network (in collusion with a burgeoning group of censors) because it was truly designed for adult viewing. A mixture of comedy, tragedy, farce, satire, Gothic romance and horror genres, it offered brilliant characterizations supported by acting at the genius level.<br /><br />I had the most tremendous lust for the devil for once in my life. Long live Gary Cole (Sheriff Lucas Buck), the most luscious ""fallen angel"" ever."
0,"It was almost unfathomable to me that this film would be a bust but I was indeed disappointed. Having been a connoisseur of Pekinpah cinema for years, I found this DVD, drastically reduced, for sale and thought it was worth a shot. The opening few credits, iconic to Pekinpah fans, has the inter-cutting between man and animal, but here we have non-diegetic ambient noise of children playing in a schoolyard while a bomb is being planted. Fantastic suspense. Then, when the perps, Caan and Duval, travel to their next mission, Duval drops the bomb on Cann that his date last night had an STD, found only by snooping through her purse while Cann was being intimate with her. The ensuing laughter is fantastic, and is clearly paid homage to in Brian Depalma's Dressed to Kill, at the short-lived expense of Angle Dickenson. The problem with The Killer Elite is that after the opening credits, the film falls flat. Even Bring Me The Head of Alfredo Garcia has stronger production value, a bold call for anyone who knows what I'm talking about. I use Pekinpah's credits as supplementary lecture material, but once they are finished, turn The Killer Elite off."
